RECORDID,EXTERNALID
R24698337,4242563
R24698338,4242564
R24698339,4242565
R24698340,4242566
R24698341,4242567
R24698342,4242568
R24698343,4242569
R24698344,4242570
R24698345,4242571
R24698346,4242572
R24698347,4242573
R24698348,4242574
R24698349,4242577
R24698350,4242579
R24698351,4242580
R24698352,4242581
R24698353,4242582
R24698354,4242583
R24698355,4242585
R24698356,4242586
R24698357,4242587
R24698358,4242588
R24698359,4242589
R24698360,4242590
R24698361,4242591
R24698362,4242592
R24698363,4242593
R24698364,4242594
R24698365,4242595
R24698366,4242596
R24698367,4242598
R24698368,4242599
R24698369,4242600
R24698370,4242601
R24698371,4242602
R24698372,4242603
R24698373,4242604
R24698374,4242605
R24698375,4242606
R24698376,4242607
R24698377,4242608
R24698378,4242609
R24698379,4242610
R24698380,4242611
R24698381,4242612
R24698382,4242613
R24698383,4242614
R24698384,4242615
R24698385,4242616
R24698386,4242617
R24698387,4242618
R24698388,4242619
R24698389,4242620
R24698390,4242621
R24698391,4242622
R24698392,4242623
R24698393,4242624
R24698394,4242625
R24698395,4242626
R24698396,4242628
R24698397,4242630
R24698398,4242631
R24698399,4242632
R24698400,4242633
R24698401,4242634
R24698402,4242635
R24698403,4242636
R24698404,4242637
R24698405,4242638
R24698406,4242639
R24698407,4242640
R24698408,4242641
R24698409,4242643
R24698410,4242644
R24698411,4242645
R24698412,4242646
R24698413,4242647
R24698414,4242648
R24698415,4242649
R24698416,4242650
R24698417,4242651
R24698418,4242652
R24698419,4242653
R24698420,4242654
R24698421,4242655
R24698422,4242656
R24698423,4242657
R24698424,4242658
R24698425,4242659
R24698426,4242661
R24698427,4242662
R24698428,4242663
R24698429,4242665
R24698430,4242666
R24698431,4242667
R24698432,4242668
R24698433,4242669
R24698434,4242671
R24698435,4242672
R24698436,4242673
R24698437,4242675
R24698438,4242676
R24698439,4242677
R24698440,4242678
R24698441,4242679
R24698442,4242680
R24698443,4242681
R24698444,4242682
R24698445,4242683
R24698446,4242684
R24698447,4242685
R24698448,4242686
R24698449,4242687
R24698450,4242688
R24698451,4242689
R24698452,4242690
R24698453,4242691
R24698454,4242692
R24698455,4242693
R24698456,4242694
R24698457,4242695
R24698458,4242696
R24698459,4242697
R24698460,4242698
R24698461,4242699
R24698462,4242700
R24698463,4242701
R24698464,4242702
R24698465,4242703
R24698466,4242704
R24698467,4242705
R24698468,4242706
R24698469,4242707
R24698470,4242708
R24698471,4242709
R24698472,4242710
R24698473,4242711
R24698474,4242713
R24698475,4242714
R24698476,4242715
R24698477,4242716
R24698478,4242717
R24698479,4242718
R24698480,4242719
R24698481,4242721
R24698482,4242722
R24698483,4242723
R24698484,4242724
R24698485,4242725
R24698486,4242727
R24698487,4242728
R24698488,4242729
R24698489,4242730
R24698490,4242731
R24698491,4242732
R24698492,4242733
R24698493,4242734
R24698494,4242735
R24698495,4242736
R24698496,4242737
R24698497,4242738
R24698498,4242739
R24698499,4242740
R24698500,4242741
R24698501,4242742
R24698502,4242743
R24698503,4242744
R24698504,4242745
R24698505,4242746
R24698506,4242747
R24698507,4242748
R24698508,4242749
R24698509,4242750
R24698510,4242751
R24698511,4242752
R24698512,4242753
R24698513,4242756
R24698514,4242757
R24698515,4242758
R24698516,4242759
R24698517,4242760
R24698518,4242762
R24698519,4242763
R24698520,4242764
R24698521,4242765
R24698522,4242766
R24698523,4242767
R24698524,4242768
R24698525,4242769
R24698526,4242770
R24698527,4242771
R24698528,4242772
R24698529,4242773
R24698530,4242774
R24698531,4242775
R24698532,4242776
R24698533,4242777
R24698534,4242778
R24698535,4242779
R24698536,4242780
R24698537,4242781
R24698538,4242782
R24698539,4242783
R24698540,4242784
R24698541,4242785
R24698542,4242786
R24698543,4242787
R24698544,4242788
R24698545,4242789
R24698546,4242791
R24698547,4242792
R24698548,4242793
R24698549,4242794
R24698550,4242795
R24698551,4242796
R24698552,4242797
R24698553,4242798
R24698554,4242799
R24698555,4242800
R24698556,4242801
R24698557,4242802
R24698558,4242803
R24698559,4242804
R24698560,4242805
R24698561,4242806
R24698562,4242807
R24698563,4242808
R24698564,4242809
R24698565,4242810
R24698566,4242811
R24698567,4242812
R24698568,4242813
R24698569,4242814
R24698570,4242815
R24698571,4242816
R24698572,4242817
R24698573,4242818
R24698574,4242819
R24698575,4242820
R24698576,4242821
R24698577,4242822
R24698578,4242823
R24698579,4242824
R24698580,4242825
R24698581,4242826
R24698582,4242827
R24698583,4242828
R24698584,4242829
R24698585,4242830
R24698586,4242831
R24698587,4242832
R24698588,4242833
R24698589,4242834
R24698590,4242835
R24698591,4242836
R24698592,4242837
R24698593,4242838
R24698594,4242839
R24698595,4242840
R24698596,4242841
R24698597,4242842
R24698598,4242843
R24698599,4242844
R24698600,4242845
R24698601,4242846
R24698602,4242848
R24698603,4242850
R24698604,4242851
R24698605,4242852
R24698606,4242853
R24698607,4242854
R24698608,4242857
R24698609,4242858
R24698610,4242859
R24698611,4242860
R24698612,4242861
R24698613,4242862
R24698614,4242864
R24698615,4242865
R24698616,4242866
R24698617,4242867
R24698618,4242868
R24698619,4242869
R24698620,4242870
R24698621,4242871
R24698622,4242872
R24698623,4242873
R24698624,4242874
R24698625,4242875
R24698626,4242876
R24698627,4242877
R24698628,4242878
R24698629,4242879
R24698630,4242880
R24698631,4242881
R24698632,4242882
R24698633,4242883
R24698634,4242884
R24698635,4242885
R24698636,4242886
R24698637,4242887
R24698638,4242888
R24698639,4242889
R24698640,4242891
R24698641,4242892
R24698642,4242893
R24698643,4242894
R24698644,4242895
R24698645,4242896
R24698646,4242897
R24698647,4242898
R24698648,4242899
R24698649,4242900
R24698650,4242901
R24698651,4242902
R24698652,4242903
R24698653,4242905
R24698654,4242906
R24698655,4242907
R24698656,4242908
R24698657,4242910
R24698658,4242911
R24698659,4242912
R24698660,4242913
R24698661,4242914
R24698662,4242915
R24698663,4242916
R24698664,4242917
R24698665,4242919
R24698666,4242920
R24698667,4242921
R24698668,4242922
R24698669,4242923
R24698670,4242924
R24698671,4242925
R24698672,4242926
R24698673,4242927
R24698674,4242928
R24698675,4242929
R24698676,4242930
R24698677,4242932
R24698678,4242933
R24698679,4242934
R24698680,4242935
R24698681,4242936
R24698682,4242937
R24698683,4242938
R24698684,4242939
R24698685,4242940
R24698686,4242941
R24698687,4242942
R24698688,4242944
R24698689,4242945
R24698690,4242946
R24698691,4242948
R24698692,4242949
R24698693,4242950
R24698694,4242951
R24698695,4242952
R24698696,4242953
R24698697,4242954
R24698698,4242956
R24698699,4242957
R24698700,4242959
R24698701,4242960
R24698702,4242961
R24698703,4242962
R24698704,4242963
R24698705,4242964
R24698706,4242965
R24698707,4242966
R24698708,4242967
R24698709,4242968
R24698710,4242969
R24698711,4242971
R24698712,4242972
R24698713,4242973
R24698714,4242974
R24698715,4242975
R24698716,4242977
R24698717,4242978
R24698718,4242979
R24698719,4242980
R24698720,4242981
R24698721,4242982
R24698722,4242983
R24698723,4242987
R24698724,4242988
R24698725,4242989
R24698726,4242990
R24698727,4242991
R24698728,4242992
R24698729,4242994
R24698730,4242995
R24698731,4242996
R24698732,4242997
R24698733,4242998
R24698734,4242999
R24698735,4243001
R24698736,4243002
R24698737,4243003
R24698738,4243004
R24698739,4243005
R24698740,4243006
R24698741,4243008
R24698742,4243009
R24698743,4243012
R24698744,4243013
R24698745,4243014
R24698746,4243015
R24698747,4243016
R24698748,4243017
R24698749,4243018
R24698750,4243019
R24698751,4243020
R24698752,4243021
R24698753,4243022
R24698754,4243023
R24698755,4243024
R24698756,4243025
R24698757,4243026
R24698758,4243027
R24698759,4243028
R24698760,4243029
R24698761,4243030
R24698762,4243031
R24698763,4243032
R24698764,4243033
R24698765,4243034
R24698766,4243035
R24698767,4243036
R24698768,4243037
R24698769,4243039
R24698770,4243040
R24698771,4243041
R24698772,4243042
R24698773,4243043
R24698774,4243044
R24698775,4243045
R24698776,4243046
R24698777,4243047
R24698778,4243048
R24698779,4243049
R24698780,4243050
R24698781,4243051
R24698782,4243052
R24698783,4243053
R24698784,4243054
R24698785,4243055
R24698786,4243056
R24698787,4243057
R24698788,4243059
R24698789,4243061
R24698790,4243062
R24698791,4243063
R24698792,4243064
R24698793,4243065
R24698794,4243066
R24698795,4243067
R24698796,4243068
R24698797,4243069
R24698798,4243070
R24698799,4243071
R24698800,4243072
R24698801,4243074
R24698802,4243076
R24698803,4243077
R24698804,4243078
R24698805,4243079
R24698806,4243081
R24698807,4243083
R24698808,4243084
R24698809,4243085
R24698810,4243086
R24698811,4243087
R24698812,4243088
R24698813,4243089
R24698814,4243090
R24698815,4243091
R24698816,4243092
R24698817,4243093
R24698818,4243094
R24698819,4243096
R24698820,4243097
R24698821,4243098
R24698822,4243099
R24698823,4243100
R24698824,4243101
R24698825,4243102
R24698826,4243103
R24698827,4243104
R24698828,4243105
R24698829,4243106
R24698830,4243107
R24698831,4243108
R24698832,4243109
R24698833,4243110
R24698834,4243111
R24698835,4243112
R24698836,4243113
R24698837,4243114
R24698838,4243115
R24698839,4243116
R24698840,4243117
R24698841,4243118
R24698842,4243119
R24698843,4243121
R24698844,4243122
R24698845,4243123
R24698846,4243124
R24698847,4243125
R24698848,4243127
R24698849,4243128
R24698850,4243129
R24698851,4243130
R24698852,4243131
R24698853,4243132
R24698854,4243133
R24698855,4243134
R24698856,4243135
R24698857,4243136
R24698858,4243137
R24698859,4243138
R24698860,4243139
R24698861,4243140
R24698862,4243141
R24698863,4243142
R24698864,4243144
R24698865,4243146
R24698866,4243147
R24698867,4243148
R24698868,4243149
R24698869,4243150
R24698870,4243151
R24698871,4243152
R24698872,4243153
R24698873,4243154
R24698874,4243155
R24698875,4243156
R24698876,4243157
R24698877,4243158
R24698878,4243159
R24698879,4243160
R24698880,4243161
R24698881,4243162
R24698882,4243163
R24698883,4243164
R24698884,4243165
R24698885,4243166
R24698886,4243167
R24698887,4243168
R24698888,4243169
R24698889,4243170
R24698890,4243171
R24698891,4243172
R24698892,4243173
R24698893,4243174
R24698894,4243175
R24698895,4243176
R24698896,4243177
R24698897,4243178
R24698898,4243179
R24698899,4243181
R24698900,4243182
R24698901,4243183
R24698902,4243184
R24698903,4243185
R24698904,4243186
R24698905,4243187
R24698906,4243188
R24698907,4243189
R24698908,4243190
R24698909,4243191
R24698910,4243193
R24698911,4243194
R24698912,4243195
R24698913,4243196
R24698914,4243197
R24698915,4243198
R24698916,4243199
R24698917,4243201
R24698918,4243202
R24698919,4243203
R24698920,4243204
R24698921,4243205
R24698922,4243206
R24698923,4243207
R24698924,4243208
R24698925,4243209
R24698926,4243210
R24698927,4243211
R24698928,4243212
R24698929,4243213
R24698930,4243214
R24698931,4243216
R24698932,4243217
R24698933,4243218
R24698934,4243219
R24698935,4243220
R24698936,4243221
R24698937,4243222
R24698938,4243223
R24698939,4243224
R24698940,4243225
R24698941,4243226
R24698942,4243228
R24698943,4243229
R24698944,4243230
R24698945,4243231
R24698946,4243232
R24698947,4243233
R24698948,4243234
R24698949,4243235
R24698950,4243236
R24698951,4243237
R24698952,4243238
R24698953,4243239
R24698954,4243240
R24698955,4243241
R24698956,4243242
R24698957,4243243
R24698958,4243244
R24698959,4243245
R24698960,4243246
R24698961,4243247
R24698962,4243248
R24698963,4243249
R24698964,4243250
R24698965,4243251
R24698966,4243252
R24698967,4243254
R24698968,4243255
R24698969,4243256
R24698970,4243257
R24698971,4243258
R24698972,4243259
R24698973,4243260
R24698974,4243261
R24698975,4243263
R24698976,4243264
R24698977,4243265
R24698978,4243266
R24698979,4243267
R24698980,4243268
R24698981,4243269
R24698982,4243270
R24698983,4243271
R24698984,4243272
R24698985,4243274
R24698986,4243275
R24698987,4243276
R24698988,4243277
R24698989,4243278
R24698990,4243279
R24698991,4243280
R24698992,4243281
R24698993,4243282
R24698994,4243283
R24698995,4243284
R24698996,4243285
R24698997,4243286
R24698998,4243288
R24698999,4243289
R24699000,4243291
R24699001,4243292
R24699002,4243293
R24699003,4243294
R24699004,4243295
R24699005,4243296
R24699006,4243297
R24699007,4243298
R24699008,4243299
R24699009,4243301
R24699010,4243302
R24699011,4243304
R24699012,4243305
R24699013,4243306
R24699014,4243307
R24699015,4243308
R24699016,4243309
R24699017,4243310
R24699018,4243311
R24699019,4243312
R24699020,4243313
R24699021,4243314
R24699022,4243315
R24699023,4243316
R24699024,4243317
R24699025,4243318
R24699026,4243319
R24699027,4243320
R24699028,4243321
R24699029,4243323
R24699030,4243324
R24699031,4243325
R24699032,4243326
R24699033,4243327
R24699034,4243328
R24699035,4243329
R24699036,4243330
R24699037,4243331
R24699038,4243332
R24699039,4243333
R24699040,4243334
R24699041,4243335
R24699042,4243336
R24699043,4243337
R24699044,4243338
R24699045,4243339
R24699046,4243340
R24699047,4243341
R24699048,4243342
R24699049,4243344
R24699050,4243345
R24699051,4243346
R24699052,4243347
R24699053,4243348
R24699054,4243349
R24699055,4243350
R24699056,4243352
R24699057,4243353
R24699058,4243354
R24699059,4243355
R24699060,4243357
R24699061,4243359
R24699062,4243361
R24699063,4243362
R24699064,4243363
R24699065,4243364
R24699066,4243365
R24699067,4243366
R24699068,4243367
R24699069,4243368
R24699070,4243369
R24699071,4243370
R24699072,4243372
R24699073,4243374
R24699074,4243375
R24699075,4243376
R24699076,4243377
R24699077,4243378
R24699078,4243379
R24699079,4243380
R24699080,4243381
R24699081,4243383
R24699082,4243384
R24699083,4243385
R24699084,4243386
R24699085,4243387
R24699086,4243388
R24699087,4243389
R24699088,4243390
R24699089,4243391
R24699090,4243392
R24699091,4243393
R24699092,4243394
R24699093,4243395
R24699094,4243396
R24699095,4243397
R24699096,4243398
R24699097,4243399
R24699098,4243400
R24699099,4243401
R24699100,4243402
R24699101,4243403
R24699102,4243404
R24699103,4243405
R24699104,4243406
R24699105,4243407
R24699106,4243408
R24699107,4243410
R24699108,4243411
R24699109,4243412
R24699110,4243413
R24699111,4243414
R24699112,4243415
R24699113,4243416
R24699114,4243417
R24699115,4243419
R24699116,4243420
R24699117,4243421
R24699118,4243422
R24699119,4243423
R24699120,4243424
R24699121,4243425
R24699122,4243426
R24699123,4243427
R24699124,4243430
R24699125,4243432
R24699126,4243433
R24699127,4243434
R24699128,4243435
R24699129,4243436
R24699130,4243437
R24699131,4243438
R24699132,4243439
R24699133,4243440
R24699134,4243441
R24699135,4243442
R24699136,4243443
R24699137,4243444
R24699138,4243445
R24699139,4243446
R24699140,4243447
R24699141,4243448
R24699142,4243449
R24699143,4243451
R24699144,4243452
R24699145,4243454
R24699146,4243455
R24699147,4243456
R24699148,4243457
R24699149,4243458
R24699150,4243459
R24699151,4243461
R24699152,4243462
R24699153,4243463
R24699154,4243464
R24699155,4243465
R24699156,4243466
R24699157,4243467
R24699158,4243468
R24699159,4243470
R24699160,4243472
R24699161,4243474
R24699162,4243475
R24699163,4243476
R24699164,4243477
R24699165,4243478
R24699166,4243479
R24699167,4243480
R24699168,4243482
R24699169,4243483
R24699170,4243484
R24699171,4243485
R24699172,4243486
R24699173,4243487
R24699174,4243488
R24699175,4243489
R24699176,4243490
R24699177,4243491
R24699178,4243492
R24699179,4243493
R24699180,4243494
R24699181,4243495
R24699182,4243496
R24699183,4243497
R24699184,4243498
R24699185,4243499
R24699186,4243500
R24699187,4243501
R24699188,4243502
R24699189,4243503
R24699190,4243504
R24699191,4243505
R24699192,4243506
R24699193,4243507
R24699194,4243508
R24699195,4243509
R24699196,4243511
R24699197,4243512
R24699198,4243513
R24699199,4243514
R24699200,4243515
R24699201,4243516
R24699202,4243517
R24699203,4243518
R24699204,4243519
R24699205,4243520
R24699206,4243521
R24699207,4243522
R24699208,4243523
R24699209,4243524
R24699210,4243525
R24699211,4243526
R24699212,4243527
R24699213,4243528
R24699214,4243529
R24699215,4243530
R24699216,4243531
R24699217,4243532
R24699218,4243533
R24699219,4243535
R24699220,4243537
R24699221,4243538
R24699222,4243539
R24699223,4243540
R24699224,4243541
R24699225,4243542
R24699226,4243543
R24699227,4243544
R24699228,4243545
R24699229,4243546
R24699230,4243547
R24699231,4243549
R24699232,4243550
R24699233,4243551
R24699234,4243553
R24699235,4243555
R24699236,4243556
R24699237,4243557
R24699238,4243558
R24699239,4243559
R24699240,4243560
R24699241,4243561
R24699242,4243562
R24699243,4243564
R24699244,4243565
R24699245,4243566
R24699246,4243567
R24699247,4243568
R24699248,4243571
R24699249,4243572
R24699250,4243573
R24699251,4243574
R24699252,4243575
R24699253,4243576
R24699254,4243578
R24699255,4243579
R24699256,4243580
R24699257,4243581
R24699258,4243582
R24699259,4243583
R24699260,4243584
R24699261,4243585
R24699262,4243587
R24699263,4243588
R24699264,4243589
R24699265,4243590
R24699266,4243591
R24699267,4243592
R24699268,4243593
R24699269,4243594
R24699270,4243595
R24699271,4243596
R24699272,4243597
R24699273,4243598
R24699274,4243599
R24699275,4243600
R24699276,4243602
R24699277,4243603
R24699278,4243604
R24699279,4243605
R24699280,4243606
R24699281,4243607
R24699282,4243608
R24699283,4243610
R24699284,4243611
R24699285,4243612
R24699286,4243614
R24699287,4243615
R24699288,4243616
R24699289,4243617
R24699290,4243618
R24699291,4243619
R24699292,4243620
R24699293,4243621
R24699294,4243622
R24699295,4243623
R24699296,4243624
R24699297,4243625
R24699298,4243626
R24699299,4243628
R24699300,4243629
R24699301,4243632
R24699302,4243633
R24699303,4243634
R24699304,4243635
R24699305,4243636
R24699306,4243637
R24699307,4243638
R24699308,4243639
R24699309,4243640
R24699310,4243641
R24699311,4243643
R24699312,4243644
R24699313,4243646
R24699314,4243647
R24699315,4243648
R24699316,4243649
R24699317,4243650
R24699318,4243652
R24699319,4243653
R24699320,4243654
R24699321,4243655
R24699322,4243656
R24699323,4243657
R24699324,4243658
R24699325,4243659
R24699326,4243660
R24699327,4243661
R24699328,4243662
R24699329,4243663
R24699330,4243665
R24699331,4243666
R24699332,4243667
R24699333,4243668
R24699334,4243669
R24699335,4243670
R24699336,4243671
R24699337,4243672
R24699338,4243673
R24699339,4243675
R24699340,4243676
R24699341,4243677
R24699342,4243678
R24699343,4243679
R24699344,4243680
R24699345,4243681
R24699346,4243682
R24699347,4243684
R24699348,4243685
R24699349,4243686
R24699350,4243687
R24699351,4243688
R24699352,4243689
R24699353,4243690
R24699354,4243691
R24699355,4243692
R24699356,4243693
R24699357,4243694
R24699358,4243695
R24699359,4243696
R24699360,4243697
R24699361,4243698
R24699362,4243699
R24699363,4243701
R24699364,4243702
R24699365,4243703
R24699366,4243705
R24699367,4243706
R24699368,4243707
R24699369,4243708
R24699370,4243709
R24699371,4243710
R24699372,4243711
R24699373,4243712
R24699374,4243713
R24699375,4243714
R24699376,4243715
R24699377,4243716
R24699378,4243717
R24699379,4243718
R24699380,4243719
R24699381,4243720
R24699382,4243721
R24699383,4243722
R24699384,4243723
R24699385,4243724
R24699386,4243725
R24699387,4243726
R24699388,4243727
R24699389,4243728
R24699390,4243729
R24699391,4243730
R24699392,4243731
R24699393,4243732
R24699394,4243733
R24699395,4243734
R24699396,4243735
R24699397,4243736
R24699398,4243737
R24699399,4243739
R24699400,4243740
R24699401,4243741
R24699402,4243742
R24699403,4243743
R24699404,4243744
R24699405,4243745
R24699406,4243746
R24699407,4243747
R24699408,4243748
R24699409,4243750
R24699410,4243751
R24699411,4243752
R24699412,4243753
R24699413,4243754
R24699414,4243755
R24699415,4243756
R24699416,4243757
R24699417,4243758
R24699418,4243759
R24699419,4243760
R24699420,4243761
R24699421,4243762
R24699422,4243764
R24699423,4243765
R24699424,4243766
R24699425,4243767
R24699426,4243770
R24699427,4243771
R24699428,4243772
R24699429,4243773
R24699430,4243774
R24699431,4243775
R24699432,4243776
R24699433,4243777
R24699434,4243779
R24699435,4243780
R24699436,4243781
R24699437,4243782
R24699438,4243783
R24699439,4243784
R24699440,4243785
R24699441,4243786
R24699442,4243787
R24699443,4243788
R24699444,4243790
R24699445,4243791
R24699446,4243792
R24699447,4243793
R24699448,4243794
R24699449,4243795
R24699450,4243796
R24699451,4243797
R24699452,4243798
R24699453,4243799
R24699454,4243800
R24699455,4243804
R24699456,4243805
R24699457,4243806
R24699458,4243807
R24699459,4243808
R24699460,4243809
R24699461,4243810
R24699462,4243811
R24699463,4243812
R24699464,4243813
R24699465,4243814
R24699466,4243815
R24699467,4243816
R24699468,4243817
R24699469,4243818
R24699470,4243819
R24699471,4243820
R24699472,4243821
R24699473,4243822
R24699474,4243823
R24699475,4243824
R24699476,4243825
R24699477,4243826
R24699478,4243827
R24699479,4243828
R24699480,4243829
R24699481,4243830
R24699482,4243831
R24699483,4243832
R24699484,4243833
R24699485,4243834
R24699486,4243835
R24699487,4243837
R24699488,4243838
R24699489,4243839
R24699490,4243840
R24699491,4243841
R24699492,4243842
R24699493,4243844
R24699494,4243845
R24699495,4243846
R24699496,4243847
R24699497,4243848
R24699498,4243849
R24699499,4243850
R24699500,4243851
R24699501,4243852
R24699502,4243853
R24699503,4243854
R24699504,4243856
R24699505,4243857
R24699506,4243858
R24699507,4243859
R24699508,4243860
R24699509,4243861
R24699510,4243862
R24699511,4243863
R24699512,4243864
R24699513,4243865
R24699514,4243866
R24699515,4243867
R24699516,4243869
R24699517,4243870
R24699518,4243871
R24699519,4243872
R24699520,4243874
R24699521,4243875
R24699522,4243876
R24699523,4243878
R24699524,4243879
R24699525,4243880
R24699526,4243881
R24699527,4243882
R24699528,4243883
R24699529,4243884
R24699530,4243886
R24699531,4243887
R24699532,4243888
R24699533,4243889
R24699534,4243890
R24699535,4243891
R24699536,4243892
R24699537,4243893
R24699538,4243894
R24699539,4243895
R24699540,4243896
R24699541,4243897
R24699542,4243898
R24699543,4243899
R24699544,4243900
R24699545,4243901
R24699546,4243902
R24699547,4243903
R24699548,4243904
R24699549,4243905
R24699550,4243906
R24699551,4243908
R24699552,4243911
R24699553,4243913
R24699554,4243914
R24699555,4243916
R24699556,4243917
R24699557,4243918
R24699558,4243919
R24699559,4243920
R24699560,4243921
R24699561,4243922
R24699562,4243923
R24699563,4243924
R24699564,4243925
R24699565,4243926
R24699566,4243927
R24699567,4243928
R24699568,4243929
R24699569,4243930
R24699570,4243931
R24699571,4243932
R24699572,4243933
R24699573,4243934
R24699574,4243935
R24699575,4243936
R24699576,4243937
R24699577,4243938
R24699578,4243939
R24699579,4243940
R24699580,4243941
R24699581,4243943
R24699582,4243944
R24699583,4243945
R24699584,4243946
R24699585,4243947
R24699586,4243948
R24699587,4243949
R24699588,4243950
R24699589,4243951
R24699590,4243952
R24699591,4243953
R24699592,4243954
R24699593,4243955
R24699594,4243956
R24699595,4243957
R24699596,4243958
R24699597,4243959
R24699598,4243960
R24699599,4243961
R24699600,4243962
R24699601,4243963
R24699602,4243964
R24699603,4243965
R24699604,4243966
R24699605,4243967
R24699606,4243968
R24699607,4243970
R24699608,4243972
R24699609,4243973
R24699610,4243974
R24699611,4243975
R24699612,4243976
R24699613,4243977
R24699614,4243978
R24699615,4243979
R24699616,4243980
R24699617,4243981
R24699618,4243982
R24699619,4243983
R24699620,4243984
R24699621,4243985
R24699622,4243986
R24699623,4243987
R24699624,4243988
R24699625,4243989
R24699626,4243990
R24699627,4243991
R24699628,4243992
R24699629,4243994
R24699630,4243995
R24699631,4243996
R24699632,4243997
R24699633,4243998
R24699634,4243999
R24699635,4244000
R24699636,4244001
R24699637,4244002
R24699638,4244003
R24699639,4244004
R24699640,4244005
R24699641,4244006
R24699642,4244007
R24699643,4244008
R24699644,4244010
R24699645,4244011
R24699646,4244012
R24699647,4244013
R24699648,4244014
R24699649,4244015
R24699650,4244016
R24699651,4244017
R24699652,4244018
R24699653,4244019
R24699654,4244020
R24699655,4244021
R24699656,4244022
R24699657,4244023
R24699658,4244024
R24699659,4244026
R24699660,4244027
R24699661,4244028
R24699662,4244029
R24699663,4244030
R24699664,4244031
R24699665,4244032
R24699666,4244033
R24699667,4244034
R24699668,4244035
R24699669,4244036
R24699670,4244037
R24699671,4244038
R24699672,4244039
R24699673,4244040
R24699674,4244041
R24699675,4244042
R24699676,4244043
R24699677,4244044
R24699678,4244045
R24699679,4244046
R24699680,4244047
R24699681,4244048
R24699682,4244050
R24699683,4244051
R24699684,4244053
R24699685,4244054
R24699686,4244055
R24699687,4244056
R24699688,4244058
R24699689,4244059
R24699690,4244060
R24699691,4244063
R24699692,4244064
R24699693,4244067
R24699694,4244068
R24699695,4244069
R24699696,4244070
R24699697,4244071
R24699698,4244072
R24699699,4244073
R24699700,4244074
R24699701,4244076
R24699702,4244077
R24699703,4244078
R24699704,4244079
R24699705,4244080
R24699706,4244081
R24699707,4244082
R24699708,4244083
R24699709,4244084
R24699710,4244085
R24699711,4244086
R24699712,4244087
R24699713,4244088
R24699714,4244089
R24699715,4244090
R24699716,4244091
R24699717,4244092
R24699718,4244093
R24699719,4244094
R24699720,4244095
R24699721,4244096
R24699722,4244097
R24699723,4244098
R24699724,4244099
R24699725,4244100
R24699726,4244101
R24699727,4244102
R24699728,4244103
R24699729,4244104
R24699730,4244105
R24699731,4244106
R24699732,4244107
R24699733,4244108
R24699734,4244109
R24699735,4244110
R24699736,4244111
R24699737,4244112
R24699738,4244113
R24699739,4244114
R24699740,4244115
R24699741,4244116
R24699742,4244117
R24699743,4244118
R24699744,4244119
R24699745,4244120
R24699746,4244121
R24699747,4244122
R24699748,4244123
R24699749,4244124
R24699750,4244125
R24699751,4244126
R24699752,4244127
R24699753,4244128
R24699754,4244129
R24699755,4244130
R24699756,4244132
R24699757,4244133
R24699758,4244134
R24699759,4244135
R24699760,4244136
R24699761,4244137
R24699762,4244138
R24699763,4244141
R24699764,4244143
R24699765,4244144
R24699766,4244145
R24699767,4244146
R24699768,4244147
R24699769,4244148
R24699770,4244150
R24699771,4244151
R24699772,4244152
R24699773,4244153
R24699774,4244154
R24699775,4244156
R24699776,4244157
R24699777,4244158
R24699778,4244159
R24699779,4244162
R24699780,4244164
R24699781,4244165
R24699782,4244166
R24699783,4244167
R24699784,4244168
R24699785,4244169
R24699786,4244170
R24699787,4244171
R24699788,4244172
R24699789,4244173
R24699790,4244174
R24699791,4244175
R24699792,4244176
R24699793,4244179
R24699794,4244180
R24699795,4244181
R24699796,4244182
R24699797,4244183
R24699798,4244184
R24699799,4244185
R24699800,4244186
R24699801,4244187
R24699802,4244188
R24699803,4244189
R24699804,4244191
R24699805,4244192
R24699806,4244193
R24699807,4244194
R24699808,4244195
R24699809,4244196
R24699810,4244197
R24699811,4244198
R24699812,4244199
R24699813,4244200
R24699814,4244201
R24699815,4244202
R24699816,4244203
R24699817,4244204
R24699818,4244205
R24699819,4244206
R24699820,4244207
R24699821,4244208
R24699822,4244210
R24699823,4244211
R24699824,4244213
R24699825,4244214
R24699826,4244215
R24699827,4244216
R24699828,4244217
R24699829,4244218
R24699830,4244219
R24699831,4244220
R24699832,4244223
R24699833,4244224
R24699834,4244225
R24699835,4244226
R24699836,4244227
R24699837,4244228
R24699838,4244229
R24699839,4244230
R24699840,4244231
R24699841,4244232
R24699842,4244233
R24699843,4244234
R24699844,4244235
R24699845,4244236
R24699846,4244238
R24699847,4244240
R24699848,4244241
R24699849,4244242
R24699850,4244245
R24699851,4244246
R24699852,4244247
R24699853,4244248
R24699854,4244249
R24699855,4244250
R24699856,4244252
R24699857,4244253
R24699858,4244254
R24699859,4244255
R24699860,4244256
R24699861,4244257
R24699862,4244258
R24699863,4244259
R24699864,4244260
R24699865,4244261
R24699866,4244262
R24699867,4244263
R24699868,4244265
R24699869,4244266
R24699870,4244268
R24699871,4244269
R24699872,4244270
R24699873,4244271
R24699874,4244272
R24699875,4244274
R24699876,4244275
R24699877,4244276
R24699878,4244277
R24699879,4244278
R24699880,4244279
R24699881,4244281
R24699882,4244282
R24699883,4244283
R24699884,4244284
R24699885,4244285
R24699886,4244286
R24699887,4244287
R24699888,4244288
R24699889,4244290
R24699890,4244291
